"Id","Name","countryName","century","continentName","gender","domain"
1,"Alexander I of Yugoslavia","UNKNOWN",1800,"EUROPE","Male","INSTITUTIONS"
2,"Aung San","UNKNOWN",1900,"ASIA","Male","INSTITUTIONS"
3,"Aung San Suu Kyi","UNKNOWN",1900,"ASIA","Female","PUBLIC FIGURE"
4,"Chow Yun-Fat","UNKNOWN",1900,"ASIA","Male","ARTS"
5,"Claude Makélélé","UNKNOWN",1900,"AFRICA","Male","SPORTS"
6,"Constans II","UNKNOWN",600,"UNKNOWN","Male","INSTITUTIONS"
7,"Dejan Savićević","UNKNOWN",1900,"EUROPE","Male","SPORTS"
8,"François Bozizé","UNKNOWN",1900,"AFRICA","Male","INSTITUTIONS"
9,"Jackie Chan","UNKNOWN",1900,"ASIA","Male","ARTS"
10,"José Bosingwa","UNKNOWN",1900,"AFRICA","Male","SPORTS"
11,"José Ramos-Horta","UNKNOWN",1900,"ASIA","Male","INSTITUTIONS"
12,"Joseph Kabila","UNKNOWN",1900,"AFRICA","Male","INSTITUTIONS"
13,"Léon M'ba","UNKNOWN",1900,"AFRICA","Male","INSTITUTIONS"
14,"Leslie Cheung","UNKNOWN",1900,"ASIA","Male","ARTS"
15,"Milo Đukanović","UNKNOWN",1900,"EUROPE","Male","INSTITUTIONS"
16,"Mirko Vučinić","UNKNOWN",1900,"EUROPE","Male","SPORTS"
17,"Mobutu Sese Seko","UNKNOWN",1900,"AFRICA","Male","INSTITUTIONS"
18,"Mustafa III","UNKNOWN",1700,"UNKNOWN","Male","INSTITUTIONS"
19,"Ne Win","UNKNOWN",1900,"ASIA","Male","INSTITUTIONS"
20,"Nick Drake","UNKNOWN",1900,"ASIA","Male","ARTS"
21,"Niels Ryberg Finsen","UNKNOWN",1800,"EUROPE","Male","SCIENCE"
22,"Nikephoros I","UNKNOWN",700,"UNKNOWN","Male","INSTITUTIONS"
23,"Omar Bongo","UNKNOWN",1900,"AFRICA","Male","INSTITUTIONS"
24,"Predrag Mijatović","UNKNOWN",1900,"EUROPE","Male","SPORTS"
25,"Radovan Karadžić","UNKNOWN",1900,"EUROPE","Male","INSTITUTIONS"
26,"Raymond Barre","UNKNOWN",1900,"EUROPE","Male","SCIENCE"
27,"Roland Garros","UNKNOWN",1800,"EUROPE","Male","INSTITUTIONS"
28,"Stefan Nemanja","UNKNOWN",1100,"EUROPE","Male","INSTITUTIONS"
29,"Stevan Jovetić","UNKNOWN",1900,"EUROPE","Male","SPORTS"
30,"Steve Mandanda","UNKNOWN",1900,"AFRICA","Male","SPORTS"
31,"Than Shwe","UNKNOWN",1900,"ASIA","Male","INSTITUTIONS"
32,"Thein Sein","UNKNOWN",1900,"ASIA","Male","INSTITUTIONS"
33,"Xanana Gusmão","UNKNOWN",1900,"ASIA","Male","INSTITUTIONS"
34,"Abdur Rahman Khan","AFGHANISTAN",1800,"ASIA","Male","INSTITUTIONS"
35,"Ahmed Shah Massoud","AFGHANISTAN",1900,"ASIA","Male","INSTITUTIONS"
36,"Jami","AFGHANISTAN",1400,"ASIA","Male","HUMANITIES"
37,"Mohammed Omar","AFGHANISTAN",1900,"ASIA","Male","INSTITUTIONS"
38,"Roxana","AFGHANISTAN",-400,"ASIA","Female","PUBLIC FIGURE"
39,"Zoroaster","AFGHANISTAN",-1200,"ASIA","Male","HUMANITIES"
40,"Abbas I of Persia","AFGHANISTAN",1500,"ASIA","Male","INSTITUTIONS"
41,"Ahmed Shah Abdali","AFGHANISTAN",1700,"ASIA","Male","INSTITUTIONS"
42,"Amānullāh Khān","AFGHANISTAN",1800,"ASIA","Male","INSTITUTIONS"
43,"Burhanuddin Rabbani","AFGHANISTAN",1900,"ASIA","Male","INSTITUTIONS"
44,"Dost Mohammad Khan","AFGHANISTAN",1700,"ASIA","Male","INSTITUTIONS"
45,"Hafizullah Amin","AFGHANISTAN",1900,"ASIA","Male","INSTITUTIONS"
46,"Hamid Karzai","AFGHANISTAN",1900,"ASIA","Male","INSTITUTIONS"
47,"Humayun","AFGHANISTAN",1500,"ASIA","Male","INSTITUTIONS"
48,"Jamal al-Din al-Afghani","AFGHANISTAN",1800,"ASIA","Male","PUBLIC FIGURE"
49,"Khaled Hosseini","AFGHANISTAN",1900,"ASIA","Male","HUMANITIES"
50,"Mahmud of Ghazni","AFGHANISTAN",900,"ASIA","Male","INSTITUTIONS"
51,"Mir Ali Shir Nava'i","AFGHANISTAN",1400,"ASIA","Male","HUMANITIES"
52,"Mohammad Najibullah","AFGHANISTAN",1900,"ASIA","Male","SCIENCE"
53,"Mohammed Daoud Khan","AFGHANISTAN",1900,"ASIA","Male","INSTITUTIONS"
54,"Mohammed Zahir Shah","AFGHANISTAN",1900,"ASIA","Male","INSTITUTIONS"
55,"Nur Muhammad Taraki","AFGHANISTAN",1900,"ASIA","Male","INSTITUTIONS"
56,"Ali Pasha","ALBANIA",1700,"EUROPE","Male","INSTITUTIONS"
57,"Anastasius I","ALBANIA",400,"EUROPE","Male","INSTITUTIONS"
58,"Flavius Valerius Severus","ALBANIA",200,"EUROPE","Male","INSTITUTIONS"
59,"Skanderbeg","ALBANIA",1400,"EUROPE","Male","INSTITUTIONS"
60,"Zog of Albania","ALBANIA",1800,"EUROPE","Male","INSTITUTIONS"
61,"Alfred Moisiu","ALBANIA",1900,"EUROPE","Male","INSTITUTIONS"
62,"Bamir Topi","ALBANIA",1900,"EUROPE","Male","INSTITUTIONS"
63,"Bujar Nishani","ALBANIA",1900,"EUROPE","Male","INSTITUTIONS"
64,"Enver Hoxha","ALBANIA",1900,"EUROPE","Male","INSTITUTIONS"
65,"Fatos Nano","ALBANIA",1900,"EUROPE","Male","INSTITUTIONS"
66,"Ismail Kadare","ALBANIA",1900,"EUROPE","Male","HUMANITIES"
67,"Masiela Lusha","ALBANIA",1900,"EUROPE","Female","ARTS"
68,"Ramiz Alia","ALBANIA",1900,"EUROPE","Male","INSTITUTIONS"
69,"Rexhep Meidani","ALBANIA",1900,"EUROPE","Male","INSTITUTIONS"
70,"Sali Berisha","ALBANIA",1900,"EUROPE","Male","INSTITUTIONS"
71,"Sotiris Ninis","ALBANIA",1900,"EUROPE","Male","SPORTS"
72,"Ahmed Ouyahia","ALGERIA",1900,"AFRICA","Male","INSTITUTIONS"
73,"Apuleius","ALGERIA",100,"AFRICA","Male","HUMANITIES"
74,"Augustine of Hippo","ALGERIA",300,"AFRICA","Male","HUMANITIES"
75,"Chadli Bendjedid","ALGERIA",1900,"AFRICA","Male","INSTITUTIONS"
76,"Ferhat Abbas","ALGERIA",1800,"AFRICA","Male","INSTITUTIONS"
77,"Houari Boumédienne","ALGERIA",1900,"AFRICA","Male","INSTITUTIONS"
78,"Louis Althusser","ALGERIA",1900,"AFRICA","Male","HUMANITIES"
79,"Macrinus","ALGERIA",100,"AFRICA","Male","INSTITUTIONS"
80,"Tariq ibn-Ziyad","ALGERIA",600,"AFRICA","Male","INSTITUTIONS"
81,"Abd al-Qadir","ALGERIA",1800,"AFRICA","Male","INSTITUTIONS"
82,"Ahmed Ben Bella","ALGERIA",1900,"AFRICA","Male","INSTITUTIONS"
83,"Albert Camus","ALGERIA",1900,"AFRICA","Male","HUMANITIES"
84,"Assia Djebar","ALGERIA",1900,"AFRICA","Female","HUMANITIES"
85,"Claude Cohen-Tannoudji","ALGERIA",1900,"AFRICA","Male","SCIENCE"
86,"Daniel Auteuil","ALGERIA",1900,"AFRICA","Male","ARTS"
87,"Jacques Derrida","ALGERIA",1900,"AFRICA","Male","HUMANITIES"
88,"Monica of Hippo","ALGERIA",300,"AFRICA","Female","INSTITUTIONS"
89,"Yves Saint-Laurent","ALGERIA",1900,"AFRICA","Male","ARTS"
90,"Jaume Bartumeu","ANDORRA",1900,"EUROPE","Male","INSTITUTIONS"
91,"Agostinho Neto","ANGOLA",1900,"AFRICA","Male","INSTITUTIONS"
92,"Fernando da Piedade Dias dos Santos","ANGOLA",1900,"AFRICA","Male","INSTITUTIONS"
93,"Jonas Savimbi","ANGOLA",1900,"AFRICA","Male","PUBLIC FIGURE"
94,"José Eduardo dos Santos","ANGOLA",1900,"AFRICA","Male","INSTITUTIONS"
95,"Manucho Gonçalves","ANGOLA",1900,"AFRICA","Male","SPORTS"
96,"Baldwin Spencer","ANTIGUA AND BARBUDA",1900,"NORTH AMERICA","Male","INSTITUTIONS"
97,"Adolfo Bioy Casares","ARGENTINA",1900,"SOUTH AMERICA","Male","HUMANITIES"
98,"Alberto Granado","ARGENTINA",1900,"SOUTH AMERICA","Male","PUBLIC FIGURE"
99,"Alfredo Di Stéfano","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
100,"Ariel Ortega","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
101,"Bérénice Bejo","ARGENTINA",1900,"SOUTH AMERICA","Female","ARTS"
102,"Bernardo Houssay","ARGENTINA",1800,"SOUTH AMERICA","Male","SCIENCE"
103,"César Milstein","ARGENTINA",1900,"SOUTH AMERICA","Male","SCIENCE"
104,"César Pelli","ARGENTINA",1900,"SOUTH AMERICA","Male","ARTS"
105,"Che Guevara","ARGENTINA",1900,"SOUTH AMERICA","Male","PUBLIC FIGURE"
106,"Claudio López","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
107,"Daniel Barenboim","ARGENTINA",1900,"SOUTH AMERICA","Male","ARTS"
108,"Eduardo Duhalde","ARGENTINA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
109,"Emiliano Insua","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
110,"Éver Banega","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
111,"Ezequiel Garay","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
112,"Ezequiel Iván Lavezzi","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
113,"Fernando de la Rúa","ARGENTINA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
114,"Gastón Gaudio","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
115,"Gisela Dulko","ARGENTINA",1900,"SOUTH AMERICA","Female","SPORTS"
116,"Guillermo Cañas","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
117,"Guillermo Coria","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
118,"Guillermo Vilas","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
119,"Hipólito Yrigoyen","ARGENTINA",1800,"SOUTH AMERICA","Male","INSTITUTIONS"
120,"Javier Pastore","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
121,"Jonás Gutiérrez","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
122,"Jorge Rafael Videla","ARGENTINA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
123,"Jorge Valdano","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
124,"José de San Martín","ARGENTINA",1700,"SOUTH AMERICA","Male","INSTITUTIONS"
125,"Juan Mónaco","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
126,"Leo Franco","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
127,"Lisandro López","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
128,"Lucas Barrios","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
129,"Manu Ginóbili","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
130,"Manuel Belgrano","ARGENTINA",1700,"SOUTH AMERICA","Male","INSTITUTIONS"
131,"Marcelo Bielsa","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
132,"Maxi López","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
133,"Mercedes Sosa","ARGENTINA",1900,"SOUTH AMERICA","Female","ARTS"
134,"Nicolás Burdisso","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
135,"Omar Sivori","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
136,"Pablo Zabaleta","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
137,"Princess Máxima of the Netherlands","ARGENTINA",1900,"SOUTH AMERICA","Female","PUBLIC FIGURE"
138,"Reynaldo Bignone","ARGENTINA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
139,"Roberto Abbondanzieri","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
140,"Rodrigo Palacio","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
141,"Sergio Romero","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
142,"Walter Samuel","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
143,"Carlos Menem","ARGENTINA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
144,"Adolfo Pérez Esquivel","ARGENTINA",1900,"SOUTH AMERICA","Male","PUBLIC FIGURE"
145,"Ángel Di María","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
146,"Ástor Piazzolla","ARGENTINA",1900,"SOUTH AMERICA","Male","ARTS"
147,"Carlos Saavedra Lamas","ARGENTINA",1800,"SOUTH AMERICA","Male","INSTITUTIONS"
148,"Carlos Tévez","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
149,"Claudio Caniggia","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
150,"Cristina Fernández de Kirchner","ARGENTINA",1900,"SOUTH AMERICA","Female","INSTITUTIONS"
151,"Daniel Passarella","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
152,"David Nalbandian","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
153,"Diego Maradona","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
154,"Diego Milito","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
155,"Ernesto Sabato","ARGENTINA",1900,"SOUTH AMERICA","Male","HUMANITIES"
156,"Esteban Cambiasso","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
157,"Eva Perón","ARGENTINA",1900,"SOUTH AMERICA","Female","INSTITUTIONS"
158,"Fabricio Coloccini","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
159,"Fernando Muslera","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
160,"Fernando Redondo","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
161,"Fernando Rubén Gago","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
162,"Francisco Varallo","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
163,"Gabriel Batistuta","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
164,"Gabriel Heinze","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
165,"Gabriel Milito","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
166,"Gabriela Sabatini","ARGENTINA",1900,"SOUTH AMERICA","Female","SPORTS"
167,"Guillermo Stábile","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
168,"Hernán Crespo","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
169,"Isabel Martínez de Perón","ARGENTINA",1900,"SOUTH AMERICA","Female","INSTITUTIONS"
170,"Javier Mascherano","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
171,"Javier Saviola","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
172,"Javier Zanetti","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
173,"Jorge Luis Borges","ARGENTINA",1800,"SOUTH AMERICA","Male","HUMANITIES"
174,"Juan Manuel de Rosas","ARGENTINA",1700,"SOUTH AMERICA","Male","INSTITUTIONS"
175,"Juan Manuel Fangio","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
176,"Juan Martin Del Potro","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
177,"Juan Pablo Sorín","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
178,"Juan Perón","ARGENTINA",1800,"SOUTH AMERICA","Male","INSTITUTIONS"
179,"Juan Román Riquelme","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
180,"Juan Sebastián Verón","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
181,"Julio Ricardo Cruz","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
182,"Leopoldo Galtieri","ARGENTINA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
183,"Lionel Messi","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
184,"Luis González","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
185,"Mario Kempes","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
186,"Martha Argerich","ARGENTINA",1900,"SOUTH AMERICA","Female","ARTS"
187,"Martin Demichelis","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
188,"Martín Palermo","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
189,"Mauro Camoranesi","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
190,"Maximiliano Rodríguez","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
191,"Néstor Kirchner","ARGENTINA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
192,"Nicolás Otamendi","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
193,"Pablo Aimar","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
194,"Raúl Alfonsín","ARGENTINA",1900,"SOUTH AMERICA","Male","INSTITUTIONS"
195,"Roberto Ayala","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
196,"Sergio Agüero","ARGENTINA",1900,"SOUTH AMERICA","Male","SPORTS"
197,"Andranik Markaryan","ARMENIA",1900,"ASIA","Male","INSTITUTIONS"
198,"Gregory the Illuminator","ARMENIA",200,"ASIA","Male","INSTITUTIONS"
199,"Levon Aronian","ARMENIA",1900,"ASIA","Male","SPORTS"
200,"Philippikos","ARMENIA",600,"ASIA","Male","INSTITUTIONS"
201,"Saint Mesrob","ARMENIA",300,"ASIA","Male","HUMANITIES"
202,"Anastas Mikoyan","ARMENIA",1800,"ASIA","Male","INSTITUTIONS"
203,"G. I. Gurdjieff","ARMENIA",1800,"ASIA","Male","HUMANITIES"
204,"Shavo Odadjian","ARMENIA",1900,"ASIA","Male","ARTS"
205,"Tigran Sargsyan","ARMENIA",1900,"ASIA","Male","INSTITUTIONS"
206,"シルショ","ARMENIA",1900,"ASIA","Female","ARTS"
207,"Bobby Farrell","ARUBA",1900,"NORTH AMERICA","Male","ARTS"
208,"Brett Emerton","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
209,"Brett Holman","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
210,"Casey Stoner","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
211,"Cate Blanchett","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
212,"Edmund Barton","AUSTRALIA",1800,"OCEANIA","Male","INSTITUTIONS"
213,"Elizabeth Blackburn","AUSTRALIA",1900,"OCEANIA","Female","SCIENCE"
214,"Elle Macpherson","AUSTRALIA",1900,"OCEANIA","Female","PUBLIC FIGURE"
215,"Emilie de Ravin","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
216,"Errol Flynn","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
217,"Gough Whitlam","AUSTRALIA",1900,"OCEANIA","Male","INSTITUTIONS"
218,"Harry Kewell","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
219,"Jack Brabham","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
220,"Jesse Spencer","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
221,"John Carew Eccles","AUSTRALIA",1900,"OCEANIA","Male","SCIENCE"
222,"John Howard","AUSTRALIA",1900,"OCEANIA","Male","INSTITUTIONS"
223,"Johnny Logan","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
224,"Josip Šimunić","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
225,"Julian Assange","AUSTRALIA",1900,"OCEANIA","Male","HUMANITIES"
226,"Mary, Crown Princess of Denmark","AUSTRALIA",1900,"OCEANIA","Female","PUBLIC FIGURE"
227,"Paul Keating","AUSTRALIA",1900,"OCEANIA","Male","INSTITUTIONS"
228,"Robert Menzies","AUSTRALIA",1800,"OCEANIA","Male","INSTITUTIONS"
229,"Roy Emerson","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
230,"Rupert Murdoch","AUSTRALIA",1900,"OCEANIA","Male","BUSINESS"
231,"Steve Irwin","AUSTRALIA",1900,"OCEANIA","Male","PUBLIC FIGURE"
232,"Vere Gordon Childe","AUSTRALIA",1800,"OCEANIA","Male","SCIENCE"
233,"Yvonne Strzechowski","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
234,"Jason Čulina","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
235,"Alan Jones","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
236,"Alexander Prokhorov","AUSTRALIA",1900,"OCEANIA","Male","SCIENCE"
237,"Anna Torv","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
238,"Avraam Papadopoulos","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
239,"Barry Marshall","AUSTRALIA",1900,"OCEANIA","Male","SCIENCE"
240,"Cadel Evans","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
241,"Cathy Freeman","AUSTRALIA",1900,"OCEANIA","Female","SPORTS"
242,"Chris Hemsworth","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
243,"Colleen McCullough","AUSTRALIA",1900,"OCEANIA","Female","HUMANITIES"
244,"Daniel Ricciardo","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
245,"Dannii Minogue","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
246,"David Wenham","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
247,"Delta Goodrem","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
248,"Donald Bradman","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
249,"Elton Mayo","AUSTRALIA",1800,"OCEANIA","Male","SCIENCE"
250,"Emily Browning","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
251,"Eric Bana","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
252,"Evonne Goolagong","AUSTRALIA",1900,"OCEANIA","Female","SPORTS"
253,"Frank Macfarlane Burnet","AUSTRALIA",1800,"OCEANIA","Male","SCIENCE"
254,"Gabriella Cilmi","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
255,"Geoffrey V Plantagenet, Count of Anjou","FRANCE",1100,"EUROPE","Male","INSTITUTIONS"
256,"George Lazenby","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
257,"Germaine Greer","AUSTRALIA",1900,"OCEANIA","Female","HUMANITIES"
258,"Heath Ledger","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
259,"Howard Walter Florey","AUSTRALIA",1800,"OCEANIA","Male","SCIENCE"
260,"Hugh Jackman","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
261,"Ian Thorpe","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
262,"Joan Sutherland","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
263,"John Aloisi","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
264,"John Cornforth","AUSTRALIA",1900,"OCEANIA","Male","SCIENCE"
265,"John Newcombe","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
266,"Julian McMahon","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
267,"Kevin Rudd","AUSTRALIA",1900,"OCEANIA","Male","INSTITUTIONS"
268,"Kylie Minogue","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
269,"Leisel Jones","AUSTRALIA",1900,"OCEANIA","Female","SPORTS"
270,"Lenka","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
271,"Liam Hemsworth","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
272,"Lisa Gerrard","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
273,"Lleyton Hewitt","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
274,"Lucas Neill","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
275,"Margaret Smith Court","AUSTRALIA",1900,"OCEANIA","Female","SPORTS"
276,"Mark Schwarzer","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
277,"Mark Viduka","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
278,"Mark Webber","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
279,"Mia Wasikowska","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
280,"Michael Peter Balzary","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
281,"Miranda Kerr","AUSTRALIA",1900,"OCEANIA","Female","PUBLIC FIGURE"
282,"Natalie Imbruglia","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
283,"Ned Kelly","AUSTRALIA",1800,"OCEANIA","Male","PUBLIC FIGURE"
284,"Nick Cave","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
285,"Nick Vujicic","AUSTRALIA",1900,"OCEANIA","Male","PUBLIC FIGURE"
286,"Pat Cash","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
287,"Patrick Rafter","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
288,"Paul Hogan","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
289,"Peter Doherty","AUSTRALIA",1900,"OCEANIA","Male","SCIENCE"
290,"Peter Singer","AUSTRALIA",1900,"OCEANIA","Male","HUMANITIES"
291,"Phoebe Tonkin","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
292,"Portia de Rossi","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
293,"Quentin Bryce","AUSTRALIA",1900,"OCEANIA","Female","INSTITUTIONS"
294,"Robin Warren","AUSTRALIA",1900,"OCEANIA","Male","SCIENCE"
295,"Rod Laver","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
296,"Rose Byrne","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
297,"Samantha Stosur","AUSTRALIA",1900,"OCEANIA","Female","SPORTS"
298,"Simon Baker","AUSTRALIA",1900,"OCEANIA","Male","ARTS"
299,"Stephanie Rice","AUSTRALIA",1900,"OCEANIA","Female","SPORTS"
300,"Steven Hooker","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
301,"Terence Tao","AUSTRALIA",1900,"OCEANIA","Male","SCIENCE"
302,"Thomas Keneally","AUSTRALIA",1900,"OCEANIA","Male","HUMANITIES"
303,"Tim Cahill","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
304,"Toni Collette","AUSTRALIA",1900,"OCEANIA","Female","ARTS"
305,"William Lawrence Bragg","AUSTRALIA",1800,"OCEANIA","Male","SCIENCE"
306,"Željko Kalac","AUSTRALIA",1900,"OCEANIA","Male","SPORTS"
307,"Alfred Adler","AUSTRIA",1800,"EUROPE","Male","SCIENCE"
308,"Alfred Gusenbauer","AUSTRIA",1900,"EUROPE","Male","INSTITUTIONS"
309,"Archduke Franz Ferdinand of Austria","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
310,"Arnold Schoenberg","AUSTRIA",1800,"EUROPE","Male","ARTS"
311,"Arthur Schnitzler","AUSTRIA",1800,"EUROPE","Male","HUMANITIES"
312,"Charles VI, Holy Roman Emperor","AUSTRIA",1600,"EUROPE","Male","INSTITUTIONS"
313,"Erich von Stroheim","AUSTRIA",1800,"EUROPE","Male","ARTS"
314,"Felix Baumgartner","AUSTRIA",1900,"EUROPE","Male","SPORTS"
315,"Ferdinand III, Holy Roman Emperor","AUSTRIA",1600,"EUROPE","Male","INSTITUTIONS"
316,"Franz Graf Conrad von Hötzendorf","AUSTRIA",1800,"EUROPE","Male","INSTITUTIONS"
